car_model,car_brand,car_full_name,registration_year,km_to_date,sale_price,fuel_type,transmission_type,sale_picture_link,car_age,km_age_ratio
c3,citroen,citroen c3 1.2 puretech c-series,2020,62530,15400,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijc5d3k4ngdlegmxmzetu1revlrmufqifq.nctbczdhnyis8p-rjnuyhfc22jffyojjnx3h3nlkpi4/image;s=320x240,3,20843.333333333332
c3,citroen,citroen c3 aircross 1.2 puretech shine,2018,57447,15900,gasolina,manual,none,5,11489.4
c3,citroen,citroen c3 1.5 bluehdi c-series,2021,79000,16890,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imi3enbnohhrd3h6azitu1revlrmufqifq.sxk2udptvw2vdjnzgsgyrnu9z7fih_1u7fmmzuunvje/image;s=320x240,2,39500.0
a1,audi,audi a1 sportback 1.4 tdi s-line,2018,127000,19900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imjhndyyd3z1bglxndmtu1revlrmufqifq.b8rvdlonn66cpsobsejml5wlil6bbzeadhwp4u-jvoc/image;s=320x240,5,25400.0
a1,audi,audi a1 1.6 tdi s-line,2013,173500,13950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6indsdzg3odfhemfuyjetu1revlrmufqifq.01sw52ydgd90wixmna36ap61byq045nci-cduboig4s/image;s=320x240,10,17350.0
c3,citroen,citroen c3 aircross 1.2 puretech feel,2018,26972,17500,gasolina,manual,none,5,5394.4
c3,citroen,citroen c3 aircross 1.2 puretech feel,2021,59510,17480,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imo5b2znadqwexmzyy1tverwvexqvcj9.q27h-lumnv4mmkcaa4zptpoco1er0orvlhx-y9q-ycg/image;s=320x240,2,29755.0
a1,audi,audi a1 sportback 25 tfsi,2020,48000,19590,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im5vcgu4eth0egppzs1tverwvexqvcj9.htt4ijxqa-p5i6jc2ohfcm1ey7l02lysvbrizuztj-c/image;s=320x240,3,16000.0
a1,audi,audi a1 sportback 25 tfsi advanced,2020,59664,20990,gasolina,manual,none,3,19888.0
c3,citroen,citroen c3,2021,37653,16500,gasolina,manual,none,2,18826.5
c3,citroen,citroen c3 1.2 puretech feel,2019,67000,12299,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijk1mjzza2cyagpqntitu1revlrmufqifq.e8oqozjlxe4j_xvedzpkuqpkhlbvl8abi2b41rt8bca/image;s=320x240,4,16750.0
c3,citroen,citroen c3 1.2 puretech shine,2021,14592,19500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im16odgxzmd6ehfxeditu1revlrmufqifq.0cssfkidvyzflo-ljxiqk87tjwsx4sa3baglwlyhjcq/image;s=320x240,2,7296.0
c3,citroen,citroen c3 1.5 bluehdi shine pack,2020,40600,16790,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijluztawnghsb2xwbditu1revlrmufqifq.tmndb-bd1nd4wvnm8donoe6tl1bg4_pcj9q8jh2wq_0/image;s=320x240,3,13533.333333333334
c3,citroen,citroen c3 1.2 puretech c-series,2023,9000,18290,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6iju5dnnjympqognsyjmtu1revlrmufqifq.nmkd-anxrxub1aa5jhrw0atvygibnqxhpengw6yvvvu/image;s=320x240,0,inf
c3,citroen,citroen c3 1.5 bluehdi feel pack,2020,47868,14990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imvuehftotlizxz3atmtu1revlrmufqifq.z_mf-kqaosittjlwqcaj25pjgkmqdp2480aj6qe6hky/image;s=320x240,3,15956.0
c3,citroen,citroen c3 aircross 1.2 puretech shine,2021,54901,18990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im1pamj2btjzdxzubzetu1revlrmufqifq.h6bmqx7e4xwzu7xaucumyfleugkzqcmygv5kgc0vqbg/image;s=320x240,2,27450.5
a1,audi,audi a1 sportback 1.4 tdi design,2018,84671,18600,diesel,manual,none,5,16934.2
c3,citroen,citroen c3 1.2 puretech c-series,2022,56720,15990,gasolina,manual,none,1,56720.0
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2023,8630,19900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inazn25scnbldxzsejetu1revlrmufqifq.vurvee3a2vfk7c9_doarsbrhgtbu-jllzilpi_a0e4i/image;s=320x240,0,inf
c3,citroen,citroen c3 1.2 puretech c-series,2022,24415,16490,gasolina,manual,none,1,24415.0
c3,citroen,citroen c3 1.2 puretech feel,2018,74863,13900,gasolina,manual,none,5,14972.6
c3,citroen,citroen c3 1.2 puretech feel,2017,82348,12990,gasolina,manual,none,6,13724.666666666666
c3,citroen,citroen c3 1.2 puretech feel,2019,69574,12990,gasolina,manual,none,4,17393.5
c3,citroen,citroen c3 1.2 puretech c-series,2022,23,19450,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijc1amx3bzhjc3hhajitu1revlrmufqifq.eozeqgreihtmqovjeawjjpfudfot0eiv6k68ajdlvie/image;s=320x240,1,23.0
c3,citroen,citroen c3 1.2 puretech c-series,2021,40000,16690,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imzwmdy5mw1xnji3btitu1revlrmufqifq.mbp9yjtmdz3lvgoft0wywf8wh6dtznyoptvv3em2ank/image;s=320x240,2,20000.0
c3,citroen,citroen c3 1.2 puretech shine,2022,7545,17900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijvtddiwmgrueme3mtetu1revlrmufqifq.ise-dt-byvfgzgprkn5s3tnsfqt654spxqx4vxxdhcu/image;s=320x240,1,7545.0
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2022,13500,20990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imnjynnja2fldtf2yzmtu1revlrmufqifq.dfr2ekz09fhiq2tvv_6t8f2twrzo74lluozbguhodci/image;s=320x240,1,13500.0
c3,citroen,citroen c3 1.2 puretech c-series,2022,29639,15900,gasolina,manual,none,1,29639.0
a1,audi,audi a1 1.6 tdi s-line,2012,154000,13900,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijhunjn5awhnb2v3ejitu1revlrmufqifq.hme3smqkxueqczsttfgxrqsewghvuapp8r17_3iajkw/image;s=320x240,11,14000.0
c3,citroen,citroen c3 aircross bluehdi 120 stop & start feel,2018,98085,16250,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im00a3i0zjhrennidc1tverwvexqvcj9.emforbn4rx4p8q6ub2auk3hjd18ntemtta-7rjfh2bc/image;s=320x240,5,19617.0
a1,audi,audi a1,2011,107220,14500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im9qc2jzag02m2hqzy1tverwvexqvcj9.fobtixy9hwpa_bq78h9gpqzszljrnry_fm65nb-mzdm/image;s=320x240,12,8935.0
c3,citroen,citroen c3 aircross 1.5 bluehdi feel s&s,2020,83832,18490,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imhscdrlytn6mg5hmditu1revlrmufqifq.3nqjkn0fdwechvkumgbjatcxicemylmgzgugdgsixd0/image;s=320x240,3,27944.0
c3,citroen,citroen c3 1.2 puretech feel,2018,76754,13490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imlwdthlewrin2tqbtmtu1revlrmufqifq.a3z2iqv7_ithfgpu0zqnovoctacqvl1zhotw6e9vwpm/image;s=320x240,5,15350.8
a1,audi,audi a1,2018,84000,18999,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inbyajvjdjzmown1zy1tverwvexqvcj9.8dfdwivusbu-c9ei5hjpug0paivvxr50v9a3g768dyo/image;s=320x240,5,16800.0
c3,citroen,citroen c3 1.2 puretech feel,2017,98000,14350,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inrkatrry3mzzno1ns1tverwvexqvcj9.zlrezldwqoshjbatm9g5d-yxeisptuepf_9kaxvj3m4/image;s=320x240,6,16333.333333333334
c3,citroen,citroen c3 aircross 1.5 bluehdi c-series,2021,27081,21650,diesel,manual,none,2,13540.5
c3,citroen,citroen c3,2020,20000,16000,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijbmaxf4adn1mxfpdzetu1revlrmufqifq.h1cuhlscko5jryrmmck_d3c6jkbv0njsc1uvmiupplk/image;s=320x240,3,6666.666666666667
a1,audi,audi a1 sportback 1.4 tdi,2016,152000,15900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ini3zjriehzhdtblnc1tverwvexqvcj9.gnjc5nuoyj9cdgbfgz9zwov18fuojsdqtdtyvi-vxls/image;s=320x240,7,21714.285714285714
c3,citroen,citroen c3,2018,171344,11650,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im1wmwx1n2o1ehzuzc1tverwvexqvcj9.bmzolacwzufmmwvcopg7y5s9yslasenaot_2cfv_ook/image;s=320x240,5,34268.8
a1,audi,audi a1 sportback 1.4 tdi,2016,137000,16950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6iml5bxi5n29pmhjwbjetu1revlrmufqifq.vogwug7kjs2txyp3kmlyipdwgalpqlhsx9mqehldhrm/image;s=320x240,7,19571.428571428572
c3,citroen,citroen c3 1.5 bluehdi feel business,2021,52679,17500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imr2zjdoawt2y3c4etitu1revlrmufqifq.pf_iwa1evibhnchxnkx3urkqyriwvhp8dukruovar0y/image;s=320x240,2,26339.5
c3,citroen,citroen c3 aircross 1.5 bluehdi c-series,2021,12702,22600,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inqybxvvmjvwnnlxotitu1revlrmufqifq.qgycybswt-fbkcd1gvwypozhxnggy334z3vykbiunau/image;s=320x240,2,6351.0
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2022,20598,18740,gasolina,manual,none,1,20598.0
c3,citroen,citroen c3 1.2 puretech c-series,2022,20879,17490,gasolina,manual,none,1,20879.0
c3,citroen,citroen c3 1.2 puretech c-series,2021,72421,14490,gasolina,manual,none,2,36210.5
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2020,55000,17500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijb6azlkymlpa280zy1tverwvexqvcj9.cmdbucmy6xxhsktupb84fwr0nhwwstl9oarsl4wlvx8/image;s=320x240,3,18333.333333333332
a1,audi,audi a1 sportback 1.6 tdi business line,2013,175000,12500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inbubm40bjlimdm0ei1tverwvexqvcj9.clj2bztrw2s67_9m4ngs-3bjrktu7_dzsuc_h7byxvq/image;s=320x240,10,17500.0
c3,citroen,citroen c3 1.2 puretech feel,2018,82000,11500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im1vmnf3owroaglkys1tverwvexqvcj9.phbunju4hvr57gzsqkmtmhbem-yza6jyt3awb8_lbhq/image;s=320x240,5,16400.0
c3,citroen,citroen c3 1.2 vti collection,2014,151698,9880,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijfoejvhbws2nnaxzdetu1revlrmufqifq.1tdglilldk1dgielwe5i48wfp3iyd-smuciddxyaxv4/image;s=320x240,9,16855.333333333332
c3,citroen,citroen c3 1.2 puretech c-series,2022,42578,16500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inuwngloody1ahj5djitu1revlrmufqifq.7svnccxqpgczdpx3snkc2l7xchm1ykor9lvgj_tdl78/image;s=320x240,1,42578.0
c3,citroen,citroen c3 1.6 bluehdi feel,2017,110364,12999,diesel,manual,none,6,18394.0
a1,audi,audi a1 sportback 1.0 tfsi design,2018,147000,15500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ingyzm1wcxj3z2zpbzmtu1revlrmufqifq.hxicyo_hl3qheohs8pbpba2crfablrzoteocpjfp9us/image;s=320x240,5,29400.0
a1,audi,audi a1 1.2 tfsi advance,2011,140000,11990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inmyawy0b2o5z2xtnzitu1revlrmufqifq.-ahlbu9xza_hd1kitgmi9ettb_u8ugcjj28ki1i4imw/image;s=320x240,12,11666.666666666666
c3,citroen,citroen c3 1.6 bluehdi feel,2017,127000,14950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imgxew1znxyxa3n5ytmtu1revlrmufqifq.efjxbfswyexclf9x4ipjvvjkavztzq8fkntucx3pe7u/image;s=320x240,6,21166.666666666668
a1,audi,audi a1 sportback 25 tfsi advanced,2019,60000,19990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6invxeg9ob2n2ymiyejetu1revlrmufqifq.vk-xsqz05buqayjfcjnwxo8tsf5ugiyd6_4l1zmfa6q/image;s=320x240,4,15000.0
c3,citroen,citroen c3 picasso 1.4 vti confort,2009,111908,7990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijk3y3vuymvtb3jyys1tverwvexqvcj9.1jnobfyc1p-9ppv7wafrwxffvcxkfditzy241nmine4/image;s=320x240,14,7993.428571428572
c3,citroen,citroen c3 1.2 puretech c-series,2022,31087,16100,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijnybhf2n2qxotnvajitu1revlrmufqifq.u7jz2yixqocdtqoditkbw8_q0-1wwqmyayeznka2zhc/image;s=320x240,1,31087.0
c3,citroen,citroen c3 picasso 1.6 hdi airdream,2014,199000,9990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijbrdjuwdgdvbw1obtmtu1revlrmufqifq.9w3gpmquopi400blwe7z0qrrlczubhva8fg2ik8jpvi/image;s=320x240,9,22111.11111111111
c3,citroen,citroen c3 1.2 puretech feel,2018,125000,12850,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imk1zhlzd2ryy2dxoc1tverwvexqvcj9.e86arjbwsvl8_p7t799kcx4syylmvbco9runwz8j0ha/image;s=320x240,5,25000.0
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2022,9905,18740,gasolina,manual,none,1,9905.0
c3,citroen,citroen c3 1.2 puretech feel,2017,117000,13990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inq3empinzk0y2f1os1tverwvexqvcj9.bje5yaogi94bhalhzwvywxe5efge_mx-incayreqsic/image;s=320x240,6,19500.0
c3,citroen,citroen c3 aircross 1.2 puretech c-series eat6,2022,64969,21000,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijlpn2s5oglvy3v0nzitu1revlrmufqifq.lsgzv9-cx_ktwzsjo2denr3yzzshaw27rv4jxytv5sw/image;s=320x240,1,64969.0
c3,citroen,citroen c3 1.4 hdi exclusive,2015,145000,9450,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inppaw41zxexoxv3bzmtu1revlrmufqifq.iyvxafzgui_nksw5kt-3ecqqc3lopcurp-6mvpsf734/image;s=320x240,8,18125.0
a1,audi,audi a1 sportback 25 tfsi advanced,2019,119438,18999,gasolina,manual,none,4,29859.5
c3,citroen,citroen c3 1.5 bluehdi feel pack,2022,25387,17400,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6iny2mwr5y2lpz3jvytetu1revlrmufqifq.gbz7tty5lqnvt14ov1ptz4cyngabv27mtjhfs06kq14/image;s=320x240,1,25387.0
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2023,8063,20780,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6impudxjrnzviehdsmjitu1revlrmufqifq.zj9jyysfonaip4bykhlrg2w_4lfddrhqf6uzwbga_w0/image;s=320x240,0,inf
c3,citroen,citroen c3 1.2 puretech c-series,2021,36613,16900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inpjnw5lexnldmhsyjetu1revlrmufqifq.i46jwc0x1c4kpmilqfim5n6jwn2vfjwk8p0cjeztd0e/image;s=320x240,2,18306.5
c3,citroen,citroen c3 1.6 bluehdi feel,2017,134000,12500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imz4ymkzdwtwewh0ajitu1revlrmufqifq.nrgdwqaopcja6hbwzyw2klujy91epx33ge_7uvzhl80/image;s=320x240,6,22333.333333333332
c3,citroen,citroen c3 1.2 puretech shine,2022,11726,16880,gasolina,manual,none,1,11726.0
c3,citroen,citroen c3 1.2 puretech c-series,2022,39000,16599,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imtsegflcg1kc3z5ay1tverwvexqvcj9.8_gvcqqhskgmbbfrgkqy896p-a_se6ngamp89xqnode/image;s=320x240,1,39000.0
c3,citroen,citroen c3 1.2 puretech c-series,2021,41964,16990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijfrejc0dw5oz25tadmtu1revlrmufqifq.ssbrgmamdo7lwvttgiupjvzo8wrrqk-zq8lej9akoqo/image;s=320x240,2,20982.0
a1,audi,audi a1 sportback 1.0 tfsi,2016,118860,14990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijv6mhnuzwrpy2k0aditu1revlrmufqifq.vo4dqs3mbmlly9vzlfsqjvjlkxv0j5e44lf7-v-cyhm/image;s=320x240,7,16980.0
a1,audi,audi a1 sportback 1.0 tfsi sport,2016,98457,14900,gasolina,manual,none,7,14065.285714285714
c3,citroen,citroen c3 1.2 puretech c-series,2023,1893,18900,gasolina,manual,none,0,inf
c3,citroen,citroen c3 aircross 1.2 puretech shine eat6,2023,1991,24900,gasolina,automatica,none,0,inf
c3,citroen,citroen c3 1.2 puretech feel,2017,112778,12500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imh3mmdla2xmbxb3odmtu1revlrmufqifq.e7w5wzelvumwdl7ndfuea3bsi7lsksq5b46haxibz1a/image;s=320x240,6,18796.333333333332
c3,citroen,citroen c3 aircross 1.2 puretech c-series,2022,11500,19250,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijzhcgc0owd0m2domdmtu1revlrmufqifq.lae5w4ew9r2yanxheztdxgujl7q3-ibmlhf3a75cjw4/image;s=320x240,1,11500.0
c3,citroen,citroen c3 aircross 1.2 puretech feel,2022,29159,18240,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijh0etlrmtvvoxpzdzetu1revlrmufqifq.ymg6f3msmxs0ex-itjl4bavedwoigviljs8piypki0o/image;s=320x240,1,29159.0
c3,citroen,citroen c3 1.2 puretech shine,2022,35651,15890,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6innuyjlmcmnrngjzatmtu1revlrmufqifq.qvvzcadpp0fctcrgfhfcnryer2gsnazy7f9larmw3os/image;s=320x240,1,35651.0
c3,citroen,citroen c3 1.2 puretech c-series,2022,28095,15400,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijbjem82yzhvaxbrnjetu1revlrmufqifq.swxdjfsdrnvnk_ikil9qvbuambrsllej-d2nghctluw/image;s=320x240,1,28095.0
c3,citroen,citroen c3,2019,73981,13990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imtychrnbmqwdmn5es1tverwvexqvcj9.kcqxbijnzpxgsyz8lqtoy-cwlosztjjmdv4lhhv7b64/image;s=320x240,4,18495.25
c3,citroen,citroen c3 1.2 puretech c-series,2021,54272,15490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imqwowiybm84ajjxajmtu1revlrmufqifq.40-xbu8qwap8gihrg7ax7bijaqs7uzakl0ffuym-_tg/image;s=320x240,2,27136.0
c3,citroen,citroen c3 1.2 puretech seduction,2014,87000,8000,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijnsmm15ytewewhoajetu1revlrmufqifq.wjxu3jtfpkd9rpcqj6yow1ewyxx1dezqeqwobmwkqz0/image;s=320x240,9,9666.666666666666
c3,citroen,citroen c3 1.5 bluehdi feel,2020,58442,19490,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inq0mzvhnnu0ctbnczetu1revlrmufqifq.s35mf9rjvndmavckxgxjm8yjpd7vh0pz5ht2stqvutg/image;s=320x240,3,19480.666666666668
c3,citroen,citroen c3 1.4 hdi airdream exclusive,2012,185234,7950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijmxbgvybmdrymjsczitu1revlrmufqifq.yzyw-hccq5eoeezqee1vrg9d6ekcqyxvz_myb4pveve/image;s=320x240,11,16839.454545454544
a1,audi,audi a1 sportback 1.4 tdi,2018,158556,13990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inc2ytjsnhrxywcxatetu1revlrmufqifq.jvqq2d6gcshnrzrawh_bojkmgy7nojlempgz4wuraxc/image;s=320x240,5,31711.2
a1,audi,audi a1 sportback 30 tfsi advanced s tronic,2020,40000,24240,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im9uywj3ztrmdgszcjitu1revlrmufqifq.jzagt2gy1ljlpkv6vvrzbdxsyyhbnxwfesk6uykmm00/image;s=320x240,3,13333.333333333334
c3,citroen,citroen c3 1.2 puretech c-series,2021,41767,14700,gasolina,manual,none,2,20883.5
c3,citroen,citroen c3 1.4 hdi exclusive airdream,2011,166000,8990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imc3z2qxaxdwmmppzs1tverwvexqvcj9.-mgfluz2xpxf0cihtdosa7e9bphdsadith5snecdgs0/image;s=320x240,12,13833.333333333334
c3,citroen,citroen c3 1.2 puretech feel,2018,138000,11900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inuwehbkexlmndzvaditu1revlrmufqifq.kkbs0gujquo7tig0bxf2cefc2aedn5vb-uf98qo2fbs/image;s=320x240,5,27600.0
c3,citroen,citroen c3 aircross 1.5 bluehdi feel s&s,2019,77183,16990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inzkewzvmwxrahnnytitu1revlrmufqifq.50euu-gkfmqdellj-ypapn6t_vlxeeruqwvogf4ugji/image;s=320x240,4,19295.75
